source,target
Monaco*|*San Marino,Monaco*|*Saint-Marin
Lake Superior*|*Lake Huron,lac Supérieur*|*lac Huron
Denali*|*Mount Blackburn,Denali*|*mont Blackburn
Yellowstone National Park*|*Zion National Park,parc national de Yellowstone*|*parc national de Zion
U.S.*|*Puerto Rico*|*Hawaii,États-Unis*|*Porto Rico*|*royaume d'Hawaï
Canada*|*Romania,Canada*|*Roumanie
Germany*|*Cambodia,Allemagne*|*Cambodge
Mount Everest*|*Mount Fuji,Everest*|*mont Fuji
Russia*|*Japan,Empire russe*|*Honshū
Russia*|*Canada,Empire russe*|*Canada
New York City*|*Mexico City,New York*|*Mexico
China*|*Italy,république populaire de Chine*|*Italie
Mount Everest,Everest
China,république populaire de Chine
Russia*|*Gabon,Empire russe*|*Gabon
France*|*Germany,Cinquième République*|*Allemagne
Russia*|*Canada,Empire russe*|*Canada
Brazil*|*Indonesia,Brésil*|*Indonésie
Andes*|*Himalayas,cordillère des Andes*|*Himalaya
Russia*|*United States,Empire russe*|*États-Unis
Nile*|*Amazon,Nil*|*Amazone
Niagara Falls*|*Angel Falls,chutes du Niagara*|*Salto Angel
Lake Superior*|*Lake Baikal,lac Supérieur*|*lac Baïkal
Mexico City*|*Tokyo,Mexico*|*Tokyo
China*|*India,république populaire de Chine*|*Inde
Mount Everest*|*Denali,Everest*|*Denali
Lake Superior*|*Lake Erie,lac Supérieur*|*lac Érié
Asia*|*Europe,Asie*|*Union européenne
United States of America*|*Australia,États-Unis*|*continent australien
Florida*|*Ohio,Floride*|*Ohio
South Carolina*|*North Carolina,Caroline du Sud*|*Caroline du Nord
New York*|*Cairo,New York*|*Le Caire
India*|*USA,Inde*|*États-Unis
Bangladesh*|*Brazil,Bangladesh*|*Brésil
Canada*|*Albania,Canada*|*Albanie
Bhutan*|*Cuba,Bhoutan*|*Cuba
United States*|*Italy,États-Unis*|*Italie
Canada*|*Mexico,Canada*|*Mexico
Yosemite Falls*|*Angel Falls,chutes de Yosemite*|*Salto Angel
Caspian Sea*|*Lake Baikal,mer Caspienne*|*lac Baïkal
Mount Fuji,mont Fuji
Germany*|*Poland,Allemagne*|*Pologne
Austria*|*Italy,Autriche-Hongrie*|*Italie
Everest*|*Mount St. Helens,Everest*|*mont Saint Helens
Spain*|*Mexico,Espagne*|*Mexico
South Korea*|*France,Corée du Sud*|*Cinquième République
Mount St. Helens,mont Saint Helens
Maunaloa,Maunaloa
Greenland*|*Iceland,Groenland*|*Islande
Rwanda*|*Bolivia,Rwanda*|*Bolivie
Haiti*|*Benin,Haïti*|*Bénin
United States*|*Canada,États-Unis*|*Canada
Australia*|*New South Wales*|*Victoria,continent australien*|*Nouvelle-Galles du Sud*|*Victoria
Mount St. Helens,mont Saint Helens
Nile*|*Mississippi,Nil*|*Mississippi
Denali*|*Mount Whitney,Denali*|*mont Whitney
Nile*|*Yellow River,Nil*|*fleuve Jaune
United States*|*Mississippi*|*Missouri,États-Unis*|*Mississippi*|*rivière Missouri
Canada*|*China,Canada*|*république populaire de Chine
Mt. Everest,Everest
Lake Huron*|*Lake Ontario,lac Huron*|*lac Ontario
Yosemite National Park,parc national de Yosemite
Ecuador*|*Uruguay,Équateur*|*Uruguay
Ecuador*|*Colombia,Équateur*|*Colombie
Brazil*|*Colombia,Brésil*|*Colombie
Brazil*|*Peru,Brésil*|*Pérou
Florida*|*Arizona,Floride*|*Arizona
Maine*|*Louisiana,Maine*|*Louisiane
Norway*|*Sweden,Norvège*|*Suède
Canada*|*Mexico,Canada*|*Mexico
Brazil*|*Canada,Brésil*|*Canada
Russia*|*Mexico,Empire russe*|*Mexico
Canada*|*Mexico,Canada*|*Mexico
Canada*|*Mexico,Canada*|*Mexico
France*|*Spain,Cinquième République*|*Espagne
Germany*|*Italy,Allemagne*|*Italie
Nile River*|*Amazon River,Nil*|*Amazone
Colombia*|*Argentina,Colombie*|*Argentine
Brazil*|*Mongolia,Brésil*|*Mongolie
Argentina*|*Mexico,Argentine*|*Mexico
Japan*|*India,Honshū*|*Inde
California*|*Virginia,Californie*|*Virginie
Texas*|*North Carolina,Texas*|*Caroline du Nord
Russia*|*Germany,Empire russe*|*Allemagne
Mount Kilimanjaro*|*Mount Everest,Kilimanjaro*|*Everest
Portugal*|*Brazil,Portugal*|*Brésil
Mount Baker*|*Mount St. Helens,mont Baker*|*mont Saint Helens
Mount Rainier*|*Pike's Peak,mont Rainier*|*pic Pikes
Mount Hood*|*Pike's Peak,mont Hood*|*pic Pikes
Brazil*|*Amazonas*|*Para,Brésil*|*forêt amazonienne*|*Pará
Brazil,Brésil
Brazil*|*Northeast Region*|*Southeast Region,Brésil*|*Nordeste*|*Sudeste
Canada*|*U.S.*|*Mexico,Canada*|*États-Unis*|*Mexico
Brazil*|*Argentina,Brésil*|*Argentine
China*|*Puerto Rico,république populaire de Chine*|*Porto Rico
Hawaii,royaume d'Hawaï
U.S.*|*Mexico,États-Unis*|*Mexico
U.S.*|*Pacific Ocean,États-Unis*|*océan Pacifique
Mississippi River,Mississippi
,
United States,États-Unis
,
,
,
North America,Amérique du Nord
Hawaii,royaume d'Hawaï
United States,États-Unis
Florida,Floride
Virginia,Virginie
U.S.,États-Unis
U.S.,États-Unis
Asia,Asie
Hawaii,royaume d'Hawaï
Japan,Honshū
Africa,Afrique
South Korea,Corée du Sud
,
Mississippi River,Mississippi
United States,États-Unis
Mexico,Mexico
Canadian,Canadiens
Asia,Asie
Pacific Ocean,océan Pacifique
Mexico,Mexico
,
Great Lakes*|*North America,Grands Lacs*|*Amérique du Nord
,
U.S.,États-Unis
South Africa,Afrique du Sud
East Coast*|*USA,côte Est des États-Unis*|*États-Unis
U.S.*|*Mexico,États-Unis*|*Mexico
Central America,Amérique centrale
Japan,Honshū
Black Sea,mer Noire
Russia,Empire russe
Great Lakes*|*United States*|*Canada,Grands Lacs*|*États-Unis*|*Canada
South America,Amérique du Sud
South America,Amérique du Sud
,
Oceania,Océanie
Appalachian Mountains,Appalaches
U.S.,États-Unis
North America,Amérique du Nord
U.S.*|*Pacific Ocean,États-Unis*|*océan Pacifique
Eastern Europe,Europe de l'Est
Middle East,Moyen-Orient
,
United Kingdom,Royaume-Uni
North America,Amérique du Nord
Asia,Asie
India,Inde
Tanzania,Tanzanie
Caucasus,Caucase
Netherlands,Pays-Bas
Italy,Italie
Spanish*|*France,espagnol*|*Cinquième République
,
Hawaii,royaume d'Hawaï
California,Californie
California,Californie
Asia,Asie
,
Brazil,Brésil
Brazil,Brésil
Brazil,Brésil
,
,
California,Californie
Africa,Afrique
,
,
United States,États-Unis
United States,États-Unis
Africa,Afrique
,
U.S.*|*Pacific Ocean,États-Unis*|*océan Pacifique
U.S.*|*Gulf of Mexico,États-Unis*|*golfe du Mexique
Africa*|*English,Afrique*|*Anglais
Asia,Asie
North America*|*English,Amérique du Nord*|*Anglais
European Union*|*Latin,Union européenne*|*latin
Indonesia,Indonésie
United States*|*Alaska,États-Unis*|*Alaska
U.S.*|*U.S.,États-Unis*|*États-Unis
Asia,Asie
U.S.,États-Unis
,
,
U.S.,États-Unis
US,États-Unis
United States*|*North America,États-Unis*|*Amérique du Nord
Great Lakes*|*Canada,Grands Lacs*|*Canada
,
,
United States,États-Unis
Great Lakes*|*Canada,Grands Lacs*|*Canada
Great Lakes*|*Michigan,Grands Lacs*|*lac Michigan
Africa,Afrique
U.S.,États-Unis
,
Great Lakes,Grands Lacs
United States of America,États-Unis
U.S.*|*United States,États-Unis*|*États-Unis
United States,États-Unis
United States*|*Alaska,États-Unis*|*Alaska
North America,Amérique du Nord
,
Great Lakes*|*Canada,Grands Lacs*|*Canada
American*|*North America,Américains*|*Amérique du Nord
Great Lakes*|*Michigan,Grands Lacs*|*lac Michigan
Great Lakes*|*Indiana,Grands Lacs*|*Indiana
Great Lakes*|*Wisconsin,Grands Lacs*|*Wisconsin
Great Lakes*|*Ohio,Grands Lacs*|*Ohio
Bermuda Triangle,Triangle des Bermudes
Florida,Floride
Brazil,Brésil
Atlantic Ocean,océan Atlantique
Gulf of Mexico,golfe du Mexique
Kara Sea,mer de Kara
U.S.*|*Canada,États-Unis*|*Canada
China,république populaire de Chine
Malaysia,Malaisie
Russia,Empire russe
U.S.*|*U.S.,États-Unis*|*États-Unis
,
United States,États-Unis
Hawaiian,hawaïen
Hawaii,royaume d'Hawaï
,
Mississippi River,Mississippi
,
Canadian,Canadiens
,
Earth*|*Nepal*|*China,Black Sabbath*|*Népal*|*république populaire de Chine
Earth*|*Asia,Black Sabbath*|*Asie
Earth*|*Africa,Black Sabbath*|*Afrique
U.S.*|*United States,États-Unis*|*États-Unis
Africa,Afrique
North America*|*United States,Amérique du Nord*|*États-Unis
Northern Hemisphere,hémisphère nord
Southern Hemisphere,hémisphère sud
,
U.S.,États-Unis
Alpine*|*France*|*Germany,Alpes*|*Cinquième République*|*Allemagne
U.S.*|*North America,États-Unis*|*Amérique du Nord
Europe*|*European Union,Union européenne*|*Union européenne
Great Lakes*|*Canada,Grands Lacs*|*Canada
Australia,continent australien
New England*|*Atlantic Ocean,Nouvelle-Angleterre*|*océan Atlantique
Mediterranean Sea*|*Italy,mer Méditerranée*|*Italie
US,États-Unis
U.S.*|*Southern Hemisphere,États-Unis*|*hémisphère sud
American Samoa,Samoa américaines
United States*|*Alaska,États-Unis*|*Alaska
India,Inde
China,république populaire de Chine
,
,
United States*|*Mexico,États-Unis*|*Mexico
U.S.,États-Unis
Gulf of Mexico*|*Atlantic,golfe du Mexique*|*océan Atlantique
USA,États-Unis
Brazil,Brésil
U.S.,États-Unis
Canada*|*English,Canada*|*Anglais
Europe*|*European Union,Union européenne*|*Union européenne
U.S.*|*United States,États-Unis*|*États-Unis
Himalayas*|*British,Himalaya*|*britannique
Himalayas*|*British,Himalaya*|*britannique
Louisiana*|*United States,Louisiane*|*États-Unis
Utah*|*United States,Utah*|*États-Unis
New Mexico*|*U.S.,Nouveau-Mexique*|*États-Unis
California*|*Humboldt Bay,Californie*|*baie de Humboldt
California*|*Humboldt Bay*|*Hunter Creek,Californie*|*baie de Humboldt*|*Hunter Creek
California*|*Humboldt Bay,Californie*|*baie de Humboldt
California*|*Humboldt Bay,Californie*|*baie de Humboldt
California*|*Humboldt Bay,Californie*|*baie de Humboldt
Egypt,Égypte
U.S.,États-Unis
,
,
Canadian*|*Niagara Falls,Canadiens*|*chutes du Niagara
,
Spain*|*Spain,Espagne*|*Espagne
,
United Kingdom,Royaume-Uni
U.S.,États-Unis
U.S.*|*Gulf of Mexico,États-Unis*|*golfe du Mexique
Yosemite National Park,parc national de Yosemite
USA,États-Unis
,
Africa,Afrique
U.S.,États-Unis
U.S.,États-Unis
Mount Hood,mont Hood
United States,États-Unis
North America*|*North America,Amérique du Nord*|*Amérique du Nord
Asia,Asie
United States,États-Unis
Sequoia National Park,parc national de Sequoia
Great Smokey Mountains,monts Great Smoky
Russia*|*Europe,Empire russe*|*Union européenne
Nebraska*|*United States,Nebraska*|*États-Unis
Kentucky*|*United States,Kentucky*|*États-Unis
China*|*China,république populaire de Chine*|*république populaire de Chine
Brazil*|*South America,Brésil*|*Amérique du Sud
Cactus Wren,Troglodyte des cactus
California Gull*|*Great Salt Lake,Goéland de Californie*|*Grand Lac Salé
Yamanashi*|*Honshu,Yamanashi*|*Honshū
South Dakota*|*Gutzon Borglum,Dakota du Sud*|*Gutzon Borglum
North America*|*Mount Mitchell,Amérique du Nord*|*mont Mitchell
United States*|*Austin,États-Unis*|*Austin
Eiffel Tower,tour Eiffel
Yuri Gagarin*|*Kremlin,Youri Gagarine*|*Kremlin
Leaning Tower of Pisa,tour de Pise
South America*|*Machu Picchu,Amérique du Sud*|*Machu Picchu
Earth*|*China,Black Sabbath*|*république populaire de Chine
Baghdad,Bagdad
North America,Amérique du Nord
Antarctica*|*Earth,Antarctique*|*Black Sabbath
Egypt,Égypte
,
Africa,Afrique
Central America*|*English,Amérique centrale*|*Anglais
Death Valley,vallée de la Mort
US*|*Pacific Ocean,États-Unis*|*océan Pacifique
Mediterranean Sea*|*Black Sea,mer Méditerranée*|*mer Noire
Great Lakes,Grands Lacs
Pacific*|*United States,océan Pacifique*|*États-Unis
Pyrenees*|*French,Pyrénées*|*français
France*|*Italy,Cinquième République*|*Italie
Austria*|*Romania,Autriche-Hongrie*|*Roumanie
,
Russia*|*Xiongnu,Empire russe*|*Xiongnu
U.S.*|*Yellowstone National Park,États-Unis*|*parc national de Yellowstone
Itanhaem,Itanhaém
United States*|*U.S.,États-Unis*|*États-Unis
Philippines,Philippines
Great Lakes*|*U.S.,Grands Lacs*|*États-Unis
Great Lakes*|*Canadian,Grands Lacs*|*Canadiens
U.S.,États-Unis
U.S.*|*Canada,États-Unis*|*Canada
Colorado*|*United States,Colorado*|*États-Unis
Alaska*|*United States,Alaska*|*États-Unis
United States*|*Guadalupe Peak,États-Unis*|*pic Guadalupe
United States,États-Unis
United States*|*Mount Whitney,États-Unis*|*mont Whitney
Italy,Italie
,
,
North America,Amérique du Nord
South Pole,pôle Sud
Senegal*|*Africa,Sénégal*|*Afrique
U.S.*|*Bering Sea,États-Unis*|*mer de Béring
Nepal,Népal
China,république populaire de Chine
Mount Vinson,Mont Vinson
Baghdad,Bagdad
,
,
Africa,Afrique
,
U.S.,États-Unis
U.S.,États-Unis
South America,Amérique du Sud
U.S.,États-Unis
Eiffel Tower,tour Eiffel
,
Florida,Floride
United States,États-Unis
United States,États-Unis
Mount Rushmore,mont Rushmore
Mount Whitney,mont Whitney
Europe,Union européenne
,
The Great Wall of China,Grande Muraille
Mount Rushmore,mont Rushmore
Ganges,Gange
Eiffel Tower,tour Eiffel
Scotland,Royaume d'Écosse
,
,
,
United States,États-Unis
U.S.,États-Unis
,
,
,
,
Rhine,Rhin
South America,Amérique du Sud
,
USA,États-Unis
,
,
Mount Kilimanjaro,Kilimanjaro
Colosseum,Colisée
White House,Maison-Blanche
U.S.,États-Unis
U.S.,États-Unis
Colosseum,Colisée
United States,États-Unis
U.S.,États-Unis
U.S.,États-Unis
,
,
Mount Rushmore,mont Rushmore
Asia,Asie
United States,États-Unis
India,Inde
Spain,Espagne
UK,Royaume-Uni
United States,États-Unis
Florida,Floride
China,république populaire de Chine
China,république populaire de Chine
Germany,Allemagne
Greece,Grèce antique
Mount Hood,mont Hood
Chesapeake Bay,baie de Chesapeake
U.S.,États-Unis
U.S.,États-Unis
,
,
Chicago*|*Millennium Park,Chicago*|*Millennium Park
United States,États-Unis
Adirondack Mountains,Adirondacks
Mount Vesuvius,Vésuve
Yellowstone National Park,parc national de Yellowstone
Russia,Empire russe
Yosemite National Park,parc national de Yosemite
Hawaii,royaume d'Hawaï
South America,Amérique du Sud
North America,Amérique du Nord
,
U.S.,États-Unis
U.S.,États-Unis
North America,Amérique du Nord
North America,Amérique du Nord
North America,Amérique du Nord
North America,Amérique du Nord
North America,Amérique du Nord
Great Lakes,Grands Lacs
South America,Amérique du Sud
Africa,Afrique
Mexico,Mexico
Russia,Empire russe
,
Earth,Black Sabbath
Earth,Black Sabbath
Mount St. Helens,mont Saint Helens
,
,
Asia,Asie
,
USA,États-Unis
Hawaii,royaume d'Hawaï
North America,Amérique du Nord
North America,Amérique du Nord
Africa,Afrique
Earth,Black Sabbath
,
United States,États-Unis
,
,
,
United States,États-Unis
United States,États-Unis
America,États-Unis
United States,États-Unis
USA,États-Unis
USA,États-Unis
USA,États-Unis
United States,États-Unis
North America,Amérique du Nord
,
United States,États-Unis
,
United States,États-Unis
Brazil,Brésil
Popocatépetl,Popocatepetl
Mount Fuji,mont Fuji
Asia,Asie
South America,Amérique du Sud
Mount Baker,mont Baker
,
Africa,Afrique
,
,
,
Africa,Afrique
America,États-Unis
Africa,Afrique
Japan,Honshū
,
United States,États-Unis
Iceland,Islande
North America,Amérique du Nord
Asia,Asie
Asia,Asie
Africa,Afrique
Africa,Afrique
Africa,Afrique
South America,Amérique du Sud
U.S.,États-Unis
California,Californie
California,Californie
California,Californie
,
,
Mount St. Helens,mont Saint Helens
,
United States,États-Unis
,
,
Denmark,Danemark
Mexico,Mexico
Brazil,Brésil
India,Inde
,
Germany,Allemagne
Australia,continent australien
Hawaii,royaume d'Hawaï
Scotland,Royaume d'Écosse
England,royaume d'Angleterre
England,royaume d'Angleterre
,
,
Oceania,Océanie
Africa,Afrique
,
,
North America,Amérique du Nord
,
,
Russia,Empire russe
North America,Amérique du Nord
,
,
,
Africa,Afrique
U.S.,États-Unis
Ecuador,Équateur
,
,
Canada,Canada
Ireland,Irlande
United States,États-Unis
America,États-Unis
United States,États-Unis
Great Lakes*|*United States,Grands Lacs*|*États-Unis
,
Pennsylvania,Pennsylvanie
Africa,Afrique
,
,
Asia,Asie
,
,
,
,
,
Africa,Afrique
U.S.,États-Unis
,
,
,
,
,
Korea,Corée
USA,États-Unis
USA,États-Unis
USA,États-Unis
,
,
Earth,Black Sabbath
Africa,Afrique
Pennsylvania,Pennsylvanie
California,Californie
United States,États-Unis
United States,États-Unis
,
Pacific Ocean,océan Pacifique
,
China*|*UN,république populaire de Chine*|*Organisation des Nations unies
Egypt*|*UN,Égypte*|*Organisation des Nations unies
U.S.,États-Unis
Asia,Asie
Africa,Afrique
,
Japan,Honshū
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
Atlantic Ocean*|*Pacific Ocean,océan Atlantique*|*océan Pacifique
Asia,Asie
Andorra,Andorre
Italy*|*Greece,Italie*|*Grèce antique
Eiffel Tower*|*Italy,tour Eiffel*|*Italie
"Washington, D.C.*|*United States",Washington*|*États-Unis
"Washington, D.C.*|*Washington",Washington*|*Washington
Puerto Rico*|*U.S.,Porto Rico*|*États-Unis
Sacramento*|*California,Sacramento*|*Californie
Hawaii,royaume d'Hawaï
Antarctica,Antarctique
Burj Khalifa*|*China,Burj Khalifa*|*république populaire de Chine
Saudi Arabia,Arabie saoudite
Shanghai Tower*|*China,Shanghai Tower*|*république populaire de Chine
Japan,Honshū
Copenhagen*|*Denmark,Copenhague*|*Danemark
Alaska*|*United States,Alaska*|*États-Unis
Brazil*|*Antarctica,Brésil*|*Antarctique
Mount Saint Helens*|*Oregon,mont Saint Helens*|*Oregon
Mount Vesuvius*|*Italy,Vésuve*|*Italie
London*|*England,Londres*|*royaume d'Angleterre
Iceland,Islande
United States,États-Unis
South America,Amérique du Sud
Rome*|*Italy,République romaine*|*Italie
Yellow River*|*Asia,fleuve Jaune*|*Asie
Damascus*|*Syria*|*Asia,Damas*|*Syrie*|*Asie
Quito*|*Ecuador,Quito*|*Équateur
Argentina,Argentine
Santiago*|*Chile,Santiago*|*Chili
New York*|*United States,New York*|*États-Unis
Athens*|*Georgia,Athènes*|*Géorgie
Sacramento*|*California,Sacramento*|*Californie
China*|*African,république populaire de Chine*|*Africains
Puerto Rico*|*Hawaii,Porto Rico*|*royaume d'Hawaï
Florida*|*Los Angeles,Floride*|*Los Angeles
Damascus,Damas
Germany,Allemagne
Kyoto*|*Japan,Kyoto*|*Honshū
Houston*|*United States,Houston*|*États-Unis
Eiffel Tower*|*Spain,tour Eiffel*|*Espagne
Peru,Pérou
Hawaii,royaume d'Hawaï
Beijing*|*United States,Pékin*|*États-Unis
United States,États-Unis
Mississippi River*|*United States,Mississippi*|*États-Unis
Missouri River*|*United States,rivière Missouri*|*États-Unis
Athens*|*Greece,Athènes*|*Grèce antique
Xi'an*|*China,Xi'an*|*république populaire de Chine
Pacific Ocean,océan Pacifique
Richmond*|*Virginia*|*United States,Richmond*|*Virginie*|*États-Unis
Tokyo*|*China,Tokyo*|*république populaire de Chine
New York*|*United States,New York*|*États-Unis
Lake Superior*|*North America,lac Supérieur*|*Amérique du Nord
Mt. Everest,Everest
Tokyo*|*Japan,Tokyo*|*Honshū
Naples*|*Italy,Naples*|*Italie
Moscow*|*Russia,Moscou*|*Empire russe
Hawaii,royaume d'Hawaï
Pacific Ocean,océan Pacifique
US,États-Unis
Russia,Empire russe
United States,États-Unis
China,république populaire de Chine
Russia,Empire russe
Denali*|*U.S.,Denali*|*États-Unis
Yellowstone National Park*|*California,parc national de Yellowstone*|*Californie
Rhode Island*|*U.S.,Rhode Island*|*États-Unis
Cardiff*|*Wales,Cardiff*|*pays de Galles
New York City*|*USA,New York*|*États-Unis
Chicago*|*USA,Chicago*|*États-Unis
India,Inde
Stockholm*|*Denmark,Stockholm*|*Danemark
Mount Everest,Everest
Africa,Afrique
Austin*|*New Mexico,Austin*|*Nouveau-Mexique
United States,États-Unis
Argentina,Argentine
Guadalajara*|*Mexico,Guadalajara*|*Mexico
Mexico,Mexico
Great Lakes*|*Canada*|*USA,Grands Lacs*|*Canada*|*États-Unis
Italy*|*France,Italie*|*Cinquième République
Egypt*|*Asia,Égypte*|*Asie
China,république populaire de Chine
South Carolina*|*Tennessee,Caroline du Sud*|*Tennessee
Ronald Reagan*|*California,Ronald Reagan*|*Californie
Kentucky*|*West Virginia*|*Donald Trump,Kentucky*|*Virginie-Occidentale*|*nan
Ohio*|*Florida,Ohio*|*Floride
Colorado*|*South Dakota,Colorado*|*Dakota du Sud
Democratic Party,Parti démocrate
Republican Party,Parti républicain
United States*|*Jimmy Carter,États-Unis*|*Jimmy Carter
House of Representatives,Chambre des représentants
New York*|*Pennsylvania,New York*|*Pennsylvanie
Georgia*|*Florida,Géorgie*|*Floride
California*|*Texas,Californie*|*Texas
Hawaii*|*Illinois,royaume d'Hawaï*|*Illinois
Texas*|*California,Texas*|*Californie
US*|*Pennsylvania*|*Ohio,États-Unis*|*Pennsylvanie*|*Ohio
California*|*Texas,Californie*|*Texas
House of Representatives*|*Senate,Chambre des représentants*|*Sénat des États-Unis
Alaska*|*California,Alaska*|*Californie
Florida*|*Pennsylvania,Floride*|*Pennsylvanie
California*|*Oregon,Californie*|*Oregon
United Kingdom*|*India,Royaume-Uni*|*Inde
Stalin*|*Korean War,Joseph Staline*|*guerre de Corée
Florida*|*Georgia,Floride*|*Géorgie
Florida*|*Ohio,Floride*|*Ohio
South Carolina*|*North Carolina,Caroline du Sud*|*Caroline du Nord
United States of America,États-Unis
US*|*Texas*|*California,États-Unis*|*Texas*|*Californie
US*|*US,États-Unis*|*États-Unis
House of Representatives*|*Washington*|*Maine,Chambre des représentants*|*Washington*|*Maine
House of Representatives*|*California*|*Texas,Chambre des représentants*|*Californie*|*Texas
California*|*Utah,Californie*|*Utah
California*|*Alabama,Californie*|*Alabama
California*|*Kansas,Californie*|*Kansas
California*|*Wyoming,Californie*|*Wyoming
North Carolina*|*Virginia,Caroline du Nord*|*Virginie
United States*|*New Mexico,États-Unis*|*Nouveau-Mexique
California,Californie
NFL*|*US House of Representatives,National Football League*|*Chambre des représentants
US*|*Whig Party,États-Unis*|*Parti whig
New York City,New York
,
Florida,Floride
Democrat*|*Florida,Parti démocrate*|*Floride
U.S.*|*John Edwards,États-Unis*|*John Edwards
US*|*California,États-Unis*|*Californie
Africa,Afrique
Florida,Floride
World War II,Seconde Guerre mondiale
United States*|*Catholic,États-Unis*|*catholicisme
United States*|*James,États-Unis*|*Épître de Jacques
U.S.*|*Georgia,États-Unis*|*Géorgie
Virginia,Virginie
NBA*|*U.S.*|*Senate,National Book Award*|*États-Unis*|*Sénat des États-Unis
North Carolina,Caroline du Nord
North Carolina,Caroline du Nord
North Carolina,Caroline du Nord
United States,États-Unis
US,États-Unis
US,États-Unis
Democrat*|*North Carolina,Parti démocrate*|*Caroline du Nord
Democrat*|*North Carolina,Parti démocrate*|*Caroline du Nord
,
Joe Biden*|*Senate*|*US,Joe Biden*|*Sénat des États-Unis*|*États-Unis
California,Californie
US*|*Whig Party,États-Unis*|*Parti whig
United States,États-Unis
United States,États-Unis
US*|*North Carolina,États-Unis*|*Caroline du Nord
US*|*Pennsylvania,États-Unis*|*Pennsylvanie
US*|*California,États-Unis*|*Californie
Idaho,Idaho
Maine,Maine
Delaware,Delaware
Democrat*|*Louisiana,Parti démocrate*|*Louisiane
Florida,Floride
New York City*|*Democrats,New York*|*Parti démocrate
New England*|*Al Gore,Nouvelle-Angleterre*|*Al Gore
U.S.,États-Unis
U.S.,États-Unis
American*|*Russia,Américains*|*Empire russe
United States,États-Unis
,
Joe Biden*|*US,Joe Biden*|*États-Unis
United States*|*English,États-Unis*|*Anglais
US,États-Unis
US,États-Unis
,
California*|*Democrat,Californie*|*Parti démocrate
Virginia*|*Democrat,Virginie*|*Parti démocrate
Florida*|*Democrats,Floride*|*Parti démocrate
Florida*|*Republicans,Floride*|*Parti républicain
House of Representatives,Chambre des représentants
US,États-Unis
Washington*|*Democratic Party,Washington*|*Parti démocrate
California,Californie
Hawaii,royaume d'Hawaï
US*|*Pacific Ocean,États-Unis*|*océan Pacifique
California*|*Democrat,Californie*|*Parti démocrate
West Virginia*|*Democrat,Virginie-Occidentale*|*Parti démocrate
Civil War*|*US*|*United States,guerre de Sécession*|*États-Unis*|*États-Unis
California,Californie
Virginia*|*Democrat,Virginie*|*Parti démocrate
Joe Biden*|*United States,Joe Biden*|*États-Unis
California,Californie
Bush*|*Florida*|*United States,George W. Bush*|*Floride*|*États-Unis
United States,États-Unis
US*|*White House,États-Unis*|*Maison-Blanche
U.S.,États-Unis
Florida,Floride
United States*|*United States,États-Unis*|*États-Unis
Arkansas,Arkansas
Illinois*|*Emancipation Proclamation,Illinois*|*Proclamation d'émancipation
California,Californie
United States,États-Unis
Arkansas*|*United States,Arkansas*|*États-Unis
United States,États-Unis
Clemson University,université de Clemson
Columbia University,université Columbia
University of Pennsylvania,université de Pennsylvanie
University of Pennsylvania,université de Pennsylvanie
Columbia University,université Columbia
United States*|*House of Representatives,États-Unis*|*Chambre des représentants
California,Californie
California,Californie
California,Californie
California,Californie
California,Californie
U.S.,États-Unis
U.S.,États-Unis
U.S.*|*South Asian American,États-Unis*|*Américaines sud-asiatiques
U.S.*|*California,États-Unis*|*Californie
US,États-Unis
United States,États-Unis
Democratic Party,Parti démocrate
,
Miss Universe,Miss Univers
California*|*San Francisco,Californie*|*San Francisco
,
Texas,Texas
Pennsylvania,Pennsylvanie
Florida*|*U.S.*|*House of Representatives*|*Democrat,Floride*|*États-Unis*|*Chambre des représentants*|*Parti démocrate
,
United States,États-Unis
United States*|*CIA,États-Unis*|*Central Intelligence Agency
United States*|*Arkansas,États-Unis*|*Arkansas
United States,États-Unis
United States*|*United States,États-Unis*|*États-Unis
United States*|*Supreme Court,États-Unis*|*Cour suprême des États-Unis
Texas*|*United States,Texas*|*États-Unis
,
House of Representatives*|*Texas*|*Air National Guard,Chambre des représentants*|*Texas*|*Garde nationale aérienne
Joe Profit*|*Democrat*|*Georgia*|*Barack Obama,Joe Profit*|*Parti démocrate*|*Géorgie*|*Barack Obama
U.S. House of Representatives,Chambre des représentants
,
USA,États-Unis
Arizona,Arizona
US,États-Unis
United States,États-Unis
U.S.*|*Supreme Court,États-Unis*|*Cour suprême des États-Unis
California*|*United States,Californie*|*États-Unis
Wharton School*|*University of Pennsylvania,Wharton School*|*université de Pennsylvanie
North Carolina,Caroline du Nord
Donald Trump*|*United States*|*Yale Law School,nan*|*États-Unis*|*École de droit de Yale
United States,États-Unis
California,Californie
Hawaii,royaume d'Hawaï
Howard University,université Howard
University of Chicago,université de Chicago
California,Californie
United States,États-Unis
Hindu*|*Congress,hindou*|*Congrès des États-Unis
US,États-Unis
Hawaii,royaume d'Hawaï
California*|*House,Californie*|*Chambre des représentants
,
US,États-Unis
US*|*Iraq War,États-Unis*|*guerre du Golfe
USA*|*WWII,États-Unis*|*Seconde Guerre mondiale
US,États-Unis
United States,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
U.S.,États-Unis
United States,États-Unis
United Kingdom,Royaume-Uni
US,États-Unis
US,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
United States,États-Unis
